epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1780.05,4.91739,5.56163,3.77883,0,0,0,0,6.17287,7.203,4.42858,0.000660494,0.000660494,0.000660494
